quote,book title,author
"When she first told you she wanted to move, she was feeling good about the relationship. When she then told you she doesn’t want to move, she was feeling bad about the relationship.",The Way of the Superior Man,David Deida
Don’t believe the literal content of what your woman says unless love is flowing deeply and fully in the moment when she says it.,The Way of the Superior Man,David Deida
Praise always magnifies the quality of your woman that you praise.,The Way of the Superior Man,David Deida
"man gets resentful and frustrated with his woman when he is too afraid, weak, or unskilled to penetrate her moods and tests into love.",The Way of the Superior Man,David Deida
"The whole point of an intimacy is to serve each other in growth and love, hopefully in better ways than we can serve ourselves.",The Way of the Superior Man,David Deida
"Instead of tolerating your woman’s moods of closure and complaint, open her moods with your skillful loving.",The Way of the Superior Man,David Deida
"The feminine’s moods and opinions are like weather patterns. They are constantly changing, severe and gentle, and they have no single source.",The Way of the Superior Man,David Deida
"And so, when your woman seems to have an emotional problem, you want to know why.",The Way of the Superior Man,David Deida
"You are under the illusion that when you find out the cause of her affliction, then the cure will easily follow.",The Way of the Superior Man,David Deida
The amazing thing is this: 90 percent of a woman’s emotional problems stem from feeling unloved.,The Way of the Superior Man,David Deida
Give her your love—the same love that is motivating your questioning—immediately and unmistakably.,The Way of the Superior Man,David Deida
It’s so easy to give her love; it’s what both of you really want anyway. But as a man you are more likely to try to fix her.,The Way of the Superior Man,David Deida
